accession_type,source,id
chembl,MED,35873314
chembl,MED,35594413
chembl,MED,24651460
chembl,MED,32040955
chembl,MED,28346786
chembl,MED,24497733
chembl,MED,29553248
chembl,MED,32708318
chembl,MED,37110831
chembl,MED,29601530
chembl,MED,36173843
chembl,MED,36188488
chembl,MED,33428154
chembl,MED,36214679
chembl,MED,29268770
chembl,MED,37189659
chembl,MED,34916483
chembl,MED,32686938
chembl,MED,25811866
chembl,PMC,PMC8207500
chembl,PMC,PMC7566026
chembl,PMC,PMC7123108
chembl,PMC,PMC10561545
chembl,PMC,PMC7994965
chembl,PMC,PMC8137999
complexportal,MED,25294878
complexportal,MED,26342659
complexportal,MED,28603484
complexportal,MED,32699536
complexportal,MED,33115721
complexportal,MED,34901889
complexportal,MED,33262342
complexportal,MED,30715277
complexportal,MED,11438679
complexportal,MED,25683026
complexportal,MED,27287891
complexportal,MED,29997333
complexportal,MED,34608129
complexportal,MED,25383924
complexportal,MED,35163063
complexportal,MED,29959203
complexportal,MED,21215634
complexportal,MED,33206959
complexportal,MED,30113235
complexportal,MED,32716361
complexportal,MED,25831964
complexportal,MED,35303431
complexportal,MED,34550394
complexportal,MED,31073071
complexportal,MED,31753913
complexportal,MED,27771959
complexportal,MED,33270816
complexportal,MED,27504095
complexportal,MED,36295976
complexportal,MED,36614230
complexportal,MED,26153136
complexportal,MED,25809246
complexportal,MED,34630938
complexportal,MED,37620312
complexportal,MED,37645974
complexportal,MED,19539797
complexportal,MED,31366466
complexportal,MED,35750664
complexportal,MED,35687257
complexportal,MED,26660428
complexportal,MED,32625233
complexportal,MED,34834290
complexportal,MED,36926304
complexportal,MED,30423907
complexportal,MED,34718729
complexportal,MED,29285948
complexportal,MED,30357405
complexportal,MED,29385755
complexportal,MED,34710216
complexportal,MED,34944059
complexportal,MED,25223583
complexportal,MED,27895058
complexportal,MED,28596722
complexportal,MED,26603934
complexportal,MED,32587962
complexportal,MED,21282541
complexportal,MED,29799877
complexportal,MED,23352168
complexportal,MED,33252673
complexportal,MED,36551725
complexportal,MED,36980546
complexportal,MED,28880147
complexportal,MED,34745414
complexportal,PMC,PMC3315634
dbgap,MED,34050153
dbgap,MED,35933166
dbgap,MED,31746734
dbgap,MED,36268052
dbgap,MED,30536762
dbgap,MED,27623284
dbgap,MED,35652342
dbgap,MED,31602316
dbgap,MED,25664523
dbgap,MED,29259186
dbgap,MED,31543463
dbgap,MED,33594163
dbgap,MED,30089603
dbgap,MED,23153540
dbgap,MED,33002040
dbgap,MED,25212266
dbgap,MED,35414054
dbgap,MED,33205126
dbgap,MED,31151998
dbgap,MED,30190408
dbgap,MED,37582761
dbgap,MED,27934696
dbgap,MED,34632463
dbgap,MED,35559008
dbgap,MED,23165986
dbgap,MED,32053599
dbgap,MED,29720671
dbgap,MED,28968813
dbgap,MED,30388456
dbgap,MED,32545830
dbgap,MED,31186267
dbgap,MED,31593214
dbgap,MED,29438084
dbgap,MED,26366553
dbgap,MED,31439678
dbgap,MED,31303374
dbgap,MED,30590402
dbgap,MED,30067744
dbgap,MED,35600119
dbgap,MED,35980103
dbgap,MED,28224759
dbgap,MED,25378249
dbgap,MED,27363585
dbgap,MED,35996695
dbgap,MED,37160529
dbgap,MED,35599848
dbgap,MED,30386004
dbgap,MED,27641360
dbgap,MED,36378845
dbgap,MED,28867147
dbgap,MED,25690954
dbgap,MED,32146614
dbgap,MED,35468964
dbgap,MED,26686553
dbgap,MED,27992413
dbgap,MED,30623487
dbgap,MED,37808714
dbgap,MED,26508575
dbgap,MED,26934580
dbgap,MED,28768916
dbgap,MED,25260792
dbgap,MED,27678522
dbgap,MED,32029502
dbgap,MED,33932343
dbgap,MED,34184762
dbgap,MED,28979001
dbgap,MED,32562264
dbgap,MED,29203886
dbgap,MED,26246470
dbgap,MED,35369713
dbgap,MED,37361575
dbgap,MED,21055719
dbgap,MED,37621650
dbgap,MED,27527004
dbgap,MED,33824501
dbgap,MED,32024530
dbgap,MED,27185616
dbgap,MED,32929111
dbgap,MED,36824903
dbgap,MED,30760869
dbgap,MED,30972876
dbgap,MED,35675516
dbgap,MED,33068330
dbgap,MED,36798354
dbgap,MED,35440565
dbgap,MED,32905523
dbgap,MED,24379384
dbgap,MED,26849123
dbgap,MED,23128233
dbgap,MED,24587841
dbgap,MED,24465623
dbgap,MED,32045423
dbgap,MED,29166413
dbgap,MED,34898422
dbgap,MED,27153637
dbgap,MED,24845427
dbgap,MED,22986903
dbgap,MED,29258278
dbgap,MED,23531283
dbgap,MED,22553250
dbgap,PMC,PMC3675242
dbgap,PMC,PMC3534428
dbgap,PMC,PMC3733570
dbgap,PMC,PMC3435233
dbgap,PMC,PMC3422498
dbgap,PMC,PMC3776883
dbgap,PMC,PMC6018758
dbgap,PMC,PMC3189814
dbgap,PMC,PMC10571071
dbgap,PMC,PMC3664826
dbgap,PMC,PMC4079675
dbgap,PMC,PMC4402367
dbgap,PMC,PMC7208894
dbgap,PMC,PMC10569225
dbgap,PMC,PMC3796637
dbgap,PMC,PMC4625197
dbgap,PMC,PMC3638145
dbgap,PMC,PMC6327853
dbgap,PMC,PMC3888210
dbgap,PMC,PMC3641389
doi,MED,36358200
doi,MED,31665487
doi,MED,34983844
doi,MED,30151035
doi,MED,36169034
doi,MED,34447701
doi,MED,36349444
doi,MED,27708149
doi,MED,35789188
doi,MED,28035239
doi,MED,30867272
doi,MED,34949957
doi,MED,26861191
doi,MED,33495196
doi,MED,34988273
doi,MED,22142265
doi,MED,33255944
doi,MED,35340221
doi,MED,37220420
doi,MED,37790275
doi,MED,30715292
doi,MED,31932437
doi,MED,28328933
doi,MED,33776542
doi,MED,37563190
doi,MED,36454864
doi,MED,29466375
doi,MED,36561928
doi,MED,25852655
doi,MED,36152676
doi,MED,25961297
doi,MED,36329062
doi,MED,35853001
doi,MED,35545051
doi,MED,35134925
doi,MED,36558542
doi,MED,28186122
doi,MED,35070343
doi,MED,34434640
doi,MED,32442306
doi,MED,33496217
doi,MED,34697543
doi,MED,23193132
doi,MED,36350202
doi,MED,33646417
doi,MED,34573459
doi,MED,31312470
doi,MED,35444212
doi,MED,36128194
doi,MED,31604824
doi,MED,32934808
doi,MED,35509496
doi,MED,26981861
doi,MED,34646466
doi,MED,33512494
doi,MED,34413533
doi,MED,33849254
doi,MED,33119721
doi,MED,25269061
doi,MED,29177038
doi,MED,31588158
doi,MED,30963829
doi,MED,32663212
doi,MED,36971354
doi,MED,33170859
doi,MED,24107531
doi,MED,37753175
doi,MED,31615989
doi,MED,29601574
doi,MED,31919988
doi,MED,26032564
doi,MED,34847787
doi,MED,35560139
doi,MED,31324673
doi,MED,37081404
doi,MED,36533194
doi,MED,35721598
doi,MED,37383750
doi,MED,35516446
doi,MED,24215457
doi,MED,28140385
doi,MED,31353415
doi,MED,30283651
doi,MED,33089608
doi,MED,36336956
doi,MED,26336600
doi,MED,33769711
doi,MED,33638725
doi,MED,32132881
doi,MED,30487309
doi,MED,36942101
doi,MED,35464203
doi,MED,28886208
doi,MED,34946508
doi,MED,34169835
doi,MED,36778961
doi,MED,28768513
doi,MED,29029295
doi,MED,32016146
doi,MED,29293611
doi,PMC,PMC7271180
doi,PMC,PMC9648360
doi,PMC,PMC7264577
doi,PMC,PMC5592441
doi,PMC,PMC10548090
doi,PMC,PMC10352665
doi,PMC,PMC8830800
doi,PMC,PMC4090544
doi,PMC,PMC7439742
doi,PMC,PMC10495761
doi,PMC,PMC7240207
doi,PMC,PMC9475708
doi,PMC,PMC7438621
doi,PMC,PMC8207562
doi,PMC,PMC10577051
doi,PMC,PMC7223509
doi,PMC,PMC10576249
doi,PMC,PMC9237557
doi,PMC,PMC9875182
doi,PMC,PMC7545776
doi,PMC,PMC4169568
doi,PMC,PMC8411384
doi,PMC,PMC10548109
doi,PMC,PMC9111883
doi,PMC,PMC7322225
doi,PMC,PMC9760524
doi,PMC,PMC9843683
doi,PMC,PMC7235300
doi,PMC,PMC7439749
doi,PMC,PMC10576809
doi,PMC,PMC10225866
doi,PMC,PMC9206665
doi,PMC,PMC7781194
doi,PMC,PMC7531914
doi,PMC,PMC7186134
doi,PMC,PMC7391928
doi,PMC,PMC10550338
doi,PMC,PMC8690007
doi,PMC,PMC10568215
doi,PMC,PMC9274625
doi,PMC,PMC9647143
doi,PMC,PMC3892848
doi,PMC,PMC6975665
doi,PMC,PMC10570805
doi,PMC,PMC6965730
doi,PMC,PMC9878140
doi,PMC,PMC8814369
doi,PMC,PMC7302264
doi,PMC,PMC9539347
doi,PMC,PMC10225860
doi,PMC,PMC10252078
doi,PMC,PMC7064018
doi,PMC,PMC8609401
doi,PMC,PMC9203515
doi,PMC,PMC7550884
doi,PMC,PMC7251620
doi,PMC,PMC9471593
doi,PMC,PMC6400099
doi,PMC,PMC7506769
doi,PMC,PMC8056978
doi,PMC,PMC9177821
doi,PMC,PMC10573316
doi,PMC,PMC7550097
doi,PMC,PMC7217798
doi,PMC,PMC9203750
doi,PMC,PMC9685104
doi,PMC,PMC9347511
doi,PMC,PMC9472592
doi,PMC,PMC10314486
doi,PMC,PMC7514342
doi,PMC,PMC10551743
doi,PMC,PMC10555669
doi,PMC,PMC10550514
doi,PMC,PMC10130558
doi,PMC,PMC9936567
doi,PMC,PMC5102046
doi,PMC,PMC10576181
doi,PMC,PMC7418120
doi,PMC,PMC7250622
doi,PMC,PMC8107261
doi,PMC,PMC10576492
doi,PMC,PMC10570117
doi,PMC,PMC7974984
doi,PMC,PMC7240211
doi,PMC,PMC7614388
doi,PMC,PMC7514328
doi,PMC,PMC9660128
doi,PMC,PMC10548237
doi,PMC,PMC9111830
doi,PMC,PMC10577050
doi,PMC,PMC10548512
doi,PMC,PMC7423038
doi,PMC,PMC8137712
doi,PMC,PMC7480693
doi,PMC,PMC10569662
doi,PMC,PMC10569105
doi,PMC,PMC8408544
doi,PMC,PMC7864479
doi,PMC,PMC9384542
doi,PMC,PMC9285980
ebisc,MED,37580326
ebisc,MED,34088005
ebisc,MED,32062134
ebisc,MED,37159662
ebisc,MED,33661276
ebisc,MED,34931070
ebisc,MED,33202304
ebisc,MED,34247111
ebisc,MED,37473461
ebisc,MED,36473251
ebisc,MED,37188688
ebisc,MED,32961450
ebisc,MED,30711803
ebisc,MED,37148820
ebisc,MED,36143270
ebisc,MED,35413566
ebisc,MED,33812336
ebisc,MED,32179493
ebisc,MED,35159229
ebisc,MED,37643496
ebisc,MED,33607468
ebisc,MED,34282193
ebisc,MED,36933359
ebisc,MED,31326747
ebisc,MED,37273868
ebisc,MED,31669783
ebisc,MED,36395689
ebisc,MED,35016144
ebisc,MED,35933956
ebisc,MED,36989619
ebisc,MED,35072001
ebisc,MED,32822967
ebisc,MED,37626592
ebisc,MED,37336145
ebisc,MED,34237592
ebisc,MED,37775798
ebisc,MED,35561459
ebisc,MED,34442603
ebisc,MED,32344329
ebisc,MED,35453044
ebisc,MED,34303285
ebisc,MED,35371477
ebisc,MED,33815061
ebisc,MED,32485643
ebisc,MED,31778937
ebisc,MED,33743362
ebisc,MED,32979629
ebisc,MED,33774333
ebisc,MED,34419745
ebisc,MED,31991389
ebisc,MED,37240451
ebisc,MED,35063912
ebisc,MED,34592602
ebisc,MED,36674941
ebisc,MED,37619442
ebisc,MED,34988410
ebisc,MED,32777768
ebisc,MED,34233262
ebisc,MED,31733441
ebisc,MED,35853413
ebisc,MED,36595902
ebisc,MED,36969552
ebisc,MED,36095892
ebisc,MED,33453578
ebisc,MED,35872525
ebisc,MED,30312871
ebisc,MED,36502620
ebisc,MED,33550051
ebisc,MED,37099934
ebisc,MED,35381520
ebisc,MED,32062135
ebisc,MED,37012244
ebisc,MED,35987121
ebisc,MED,32384610
ebisc,MED,33901815
ebisc,MED,36183677
ebisc,MED,32062133
ebisc,MED,36154917
ebisc,MED,33450697
ebisc,MED,36427473
ebisc,MED,33540281
ebisc,MED,33882394
ebisc,MED,32721895
ebisc,MED,35074682
ebisc,MED,33370872
ebisc,MED,34831309
ebisc,MED,36469984
ebisc,MED,32335390
ebisc,MED,33504837
ebisc,MED,32697997
ebisc,MED,37045813
ebisc,MED,33830454
ebisc,MED,37229974
ebisc,MED,34740118
ebisc,MED,34932569
ebisc,MED,28925366
ebisc,MED,36497166
ebisc,MED,33607467
ebisc,MED,36244083
ebisc,MED,29035843
ebisc,PMC,PMC10570844
ebisc,PMC,PMC6570462
efo,MED,32898326
efo,MED,29045713
efo,MED,34543288
efo,MED,29322915
efo,MED,32106268
efo,MED,26665069
efo,MED,22064864
efo,MED,37010521
efo,MED,35840665
efo,MED,34745203
efo,MED,34209762
efo,MED,29095952
efo,MED,33242424
efo,MED,37541849
efo,MED,33741908
efo,MED,37563310
efo,MED,36980925
efo,MED,35534508
efo,MED,30576484
efo,MED,35562597
efo,MED,28249561
efo,MED,36539399
efo,MED,28240266
efo,MED,33911285
efo,MED,35937890
efo,MED,25776021
efo,MED,37626707
efo,MED,36254682
efo,MED,30311252
efo,MED,36175853
efo,MED,33302607
efo,MED,36077729
efo,MED,31036807
efo,MED,35418025
efo,MED,33522483
efo,MED,33123321
efo,MED,36869294
efo,MED,36712323
efo,MED,33198164
efo,MED,29875488
efo,MED,37133296
efo,MED,35137284
efo,MED,35013273
efo,MED,31871587
efo,MED,33165574
efo,MED,36276939
efo,MED,34533011
efo,MED,35832065
efo,MED,33622343
efo,MED,37491351
efo,MED,36175836
efo,MED,27386258
efo,MED,36434634
efo,MED,31960040
efo,MED,34141464
efo,MED,33250934
efo,MED,32772801
efo,MED,34590679
efo,MED,28903782
efo,MED,31820804
efo,MED,34903281
efo,MED,33442040
efo,MED,33599246
efo,MED,32308977
efo,MED,27336457
efo,MED,34181736
efo,MED,33618707
efo,MED,36450252
efo,MED,35990650
efo,MED,36229609
efo,MED,35120529
efo,MED,34021172
efo,MED,33726755
efo,MED,34852423
efo,MED,34573331
efo,MED,37810239
efo,MED,34370624
efo,MED,33431374
efo,MED,33554857
efo,MED,34829957
efo,MED,35320278
efo,MED,37034481
efo,MED,34189274
efo,MED,37664640
efo,MED,28587637
efo,MED,37590326
efo,MED,34849858
efo,MED,36504281
efo,MED,37513634
efo,MED,35386394
efo,MED,24316577
efo,MED,32576278
efo,MED,37372322
efo,MED,33574059
efo,MED,34693372
efo,MED,31210270
efo,MED,37386082
efo,MED,27899562
efo,MED,33891011
efo,MED,33293539
efo,PMC,PMC10570512
efo,PMC,PMC6876492
ega,MED,37168287
ega,MED,28781888
ega,MED,34560000
ega,MED,26392541
ega,MED,37085563
ega,MED,24880487
ega,MED,35192693
ega,MED,25574898
ega,MED,31942075
ega,MED,37400829
ega,MED,34048576
ega,MED,37377889
ega,MED,33936159
ega,MED,25188740
ega,MED,31517041
ega,MED,33815385
ega,MED,28223278
ega,MED,32801148
ega,MED,35420442
ega,MED,30305342
ega,MED,36127469
ega,MED,34359791
ega,MED,31818951
ega,MED,28754744
ega,MED,31451770
ega,MED,31378681
ega,MED,32831131
ega,MED,36209276
ega,MED,34594038
ega,MED,35908547
ega,MED,22832583
ega,MED,36923642
ega,MED,29483669
ega,MED,27614072
ega,MED,32023328
ega,MED,25261374
ega,MED,24553142
ega,MED,29453418
ega,MED,28947735
ega,MED,34610301
ega,MED,36611453
ega,MED,29109544
ega,MED,26780609
ega,MED,28404951
ega,MED,37096588
ega,MED,36910160
ega,MED,32555163
ega,MED,31919445
ega,MED,34039950
ega,MED,36151081
ega,MED,33968735
ega,MED,36760809
ega,MED,22608084
ega,MED,20016488
ega,MED,27409664
ega,MED,32303840
ega,MED,33978718
ega,MED,32551139
ega,MED,36046479
ega,MED,28193624
ega,MED,34083788
ega,MED,29516674
ega,MED,32519380
ega,MED,36867579
ega,MED,35357430
ega,MED,28381877
ega,MED,24686849
ega,MED,28089889
ega,MED,32150607
ega,MED,34289008
ega,MED,32716910
ega,MED,27346250
ega,MED,37279756
ega,MED,35134823
ega,MED,36129803
ega,MED,33643306
ega,MED,22152084
ega,MED,34718348
ega,MED,27148585
ega,MED,36593457
ega,MED,31506971
ega,MED,26437029
ega,MED,25207766
ega,MED,37066341
ega,MED,29321523
ega,MED,32294438
ega,MED,20981101
ega,MED,27158454
ega,MED,30104763
ega,MED,29920512
ega,MED,29202839
ega,MED,34789537
ega,MED,35132960
ega,MED,32952934
ega,MED,29449575
ega,MED,33014822
ega,MED,28240289
ega,MED,34095875
ega,MED,35061886
ega,MED,34933939
ega,PMC,PMC10313366
ega,PMC,PMC4667128
emdb,MED,36512346
emdb,MED,37343416
emdb,MED,33972418
emdb,MED,26841701
emdb,MED,32061936
emdb,MED,37144875
emdb,MED,37790411
emdb,MED,25457051
emdb,MED,29786080
emdb,MED,23028322
emdb,MED,23884409
emdb,MED,35104890
emdb,MED,29594720
emdb,MED,33863902
emdb,MED,33332569
emdb,MED,23142978
emdb,MED,26395823
emdb,MED,34215727
emdb,MED,35489072
emdb,MED,35333651
emdb,MED,23891288
emdb,MED,37816746
emdb,MED,35940205
emdb,MED,24119404
emdb,MED,31350353
emdb,MED,31167143
emdb,MED,34798056
emdb,MED,32496215
emdb,MED,24630722
emdb,MED,35446253
emdb,MED,27374320
emdb,MED,33649303
emdb,MED,33767155
emdb,MED,34308841
emdb,MED,26432831
emdb,MED,27545891
emdb,MED,17151101
emdb,MED,36633409
emdb,MED,33479117
emdb,MED,20036256
emdb,MED,29512650
emdb,MED,28373564
emdb,MED,25760083
emdb,MED,27501535
emdb,MED,36827973
emdb,MED,26692106
emdb,MED,37468166
emdb,MED,22665770
emdb,MED,35276081
emdb,MED,34838188
emdb,MED,22787233
emdb,MED,23365426
emdb,MED,31246176
emdb,MED,27035968
emdb,MED,26344198
emdb,MED,28443288
emdb,MED,34632372
emdb,MED,33823129
emdb,MED,36446785
emdb,MED,34890564
emdb,MED,35613268
emdb,MED,26013259
emdb,MED,26493046
emdb,MED,31586059
emdb,MED,29271416
emdb,MED,25675521
emdb,MED,26438827
emdb,MED,30102747
emdb,MED,23091004
emdb,MED,32321816
emdb,MED,28092267
emdb,MED,32182721
emdb,MED,27334588
emdb,MED,29557065
emdb,MED,33184287
emdb,MED,30385506
emdb,MED,27561669
emdb,MED,33243850
emdb,MED,34376558
emdb,MED,30652025
emdb,MED,25482566
emdb,MED,23135273
emdb,MED,31964740
emdb,MED,25847242
emdb,MED,33888861
emdb,MED,27435188
emdb,MED,33764415
emdb,MED,32869741
emdb,MED,32676607
emdb,MED,33033236
emdb,MED,32039886
emdb,MED,20691902
emdb,MED,26411746
emdb,MED,34912317
emdb,MED,32883864
emdb,MED,30759380
emdb,MED,33087881
emdb,MED,21336276
emdb,MED,23946455
emdb,MED,33385326
emdb,PMC,PMC7121590
emdb,PMC,PMC9327302
emdb,PMC,PMC4132697
empiar,MED,35871290
empiar,MED,29386504
empiar,MED,34027487
empiar,MED,26656452
empiar,MED,33740419
empiar,MED,31879346
empiar,MED,34095222
empiar,MED,25760083
empiar,MED,28682307
empiar,MED,36097054
empiar,MED,33731932
empiar,MED,27838367
empiar,MED,28740215
empiar,MED,32285040
empiar,MED,37391578
empiar,MED,32511279
empiar,MED,37686180
empiar,MED,28109158
empiar,MED,32610083
empiar,MED,35022621
empiar,MED,30975749
empiar,MED,31726096
empiar,MED,30420636
empiar,MED,34255840
empiar,MED,37645688
empiar,MED,34215695
empiar,MED,35256802
empiar,MED,35131030
empiar,MED,31743663
empiar,MED,34745019
empiar,MED,32431828
empiar,MED,34019797
empiar,MED,37455654
empiar,MED,32543371
empiar,MED,29410148
empiar,MED,32718994
empiar,MED,36124698
empiar,MED,34549974
empiar,MED,37503920
empiar,MED,32783917
empiar,MED,35940205
empiar,MED,30346944
empiar,MED,32783951
empiar,MED,33853966
empiar,MED,35835865
empiar,MED,36376590
empiar,MED,31247098
empiar,MED,35858567
empiar,MED,36012133
empiar,MED,34726172
empiar,MED,33264611
empiar,MED,37638207
empiar,MED,27435188
empiar,MED,29236684
empiar,MED,30872095
empiar,MED,35780837
empiar,MED,31776516
empiar,MED,35724904
empiar,MED,30775971
empiar,MED,37766989
empiar,MED,35775987
empiar,MED,35051353
empiar,MED,29951483
empiar,MED,33737461
empiar,MED,36255052
empiar,MED,34211017
empiar,MED,27791164
empiar,MED,28292906
empiar,MED,29742050
empiar,MED,35901641
empiar,MED,30134153
empiar,MED,33096015
empiar,MED,30658571
empiar,MED,34925275
empiar,MED,36064775
empiar,MED,34909150
empiar,MED,28733815
empiar,MED,30250056
empiar,MED,28570515
empiar,MED,29636472
empiar,MED,31425790
empiar,MED,28732461
empiar,MED,30639925
empiar,MED,33521680
empiar,MED,33490973
empiar,MED,28658211
empiar,MED,36158571
empiar,MED,27605704
empiar,MED,34135507
empiar,MED,31576215
empiar,MED,34951584
empiar,MED,37027429
empiar,MED,32917929
empiar,MED,31478901
empiar,MED,33142113
empiar,MED,29681471
empiar,MED,37215005
empiar,MED,34609277
empiar,MED,31591578
empiar,MED,28270620
empiar,PMC,PMC10491338
ena,MED,32326145
ena,MED,33924915
ena,MED,30850861
ena,MED,27474038
ena,MED,35571764
ena,MED,16304188
ena,MED,30134090
ena,MED,36756130
ena,MED,15226431
ena,MED,24608966
ena,MED,37594264
ena,MED,21983722
ena,MED,22458733
ena,MED,32005732
ena,MED,35935544
ena,MED,23824812
ena,MED,19224649
ena,MED,19720858
ena,MED,31627458
ena,MED,31300949
ena,MED,23523430
ena,MED,33036122
ena,MED,37078874
ena,MED,35242142
ena,MED,20410265
ena,MED,33318552
ena,MED,37359019
ena,MED,18704193
ena,MED,22363125
ena,MED,35056644
ena,MED,20937111
ena,MED,22104600
ena,MED,9254684
ena,MED,34753797
ena,MED,31582884
ena,MED,28607368
ena,MED,10545499
ena,MED,31416278
ena,MED,33205302
ena,MED,35159432
ena,MED,27917043
ena,MED,35409170
ena,MED,31700062
ena,MED,25648891
ena,MED,34408747
ena,MED,35197580
ena,MED,32457112
ena,MED,26140198
ena,MED,24498433
ena,MED,36629419
ena,MED,28018606
ena,MED,29211835
ena,MED,28199388
ena,MED,34950143
ena,MED,9314498
ena,MED,12032324
ena,MED,28904385
ena,MED,31208056
ena,MED,32457107
ena,MED,25367743
ena,MED,34777276
ena,MED,27508121
ena,MED,28384476
ena,MED,31619558
ena,MED,35954253
ena,MED,19246104
ena,MED,22924109
ena,MED,27407110
ena,MED,20109239
ena,MED,29269835
ena,MED,12060687
ena,MED,27923352
ena,MED,34451778
ena,MED,34930434
ena,MED,28914802
ena,MED,15361494
ena,MED,24608103
ena,MED,30936502
ena,MED,33986749
ena,MED,35536571
ena,MED,29070070
ena,MED,23777206
ena,MED,31964893
ena,MED,34094211
ena,MED,27190634
ena,MED,9520430
ena,MED,34462410
ena,MED,11114931
ena,MED,30877114
ena,MED,33500488
ena,MED,36762861
ena,MED,10982446
ena,MED,25649952
ena,MED,28807144
ena,MED,33512595
ena,MED,30217844
ena,MED,32468025
ena,MED,34379511
ena,MED,24213918
ena,MED,24453212
ena,PMC,PMC1904261
ena,PMC,PMC3442490
ena,PMC,PMC6671491
ena,PMC,PMC6481054
ena,PMC,PMC7149323
ena,PMC,PMC10548412
ena,PMC,PMC9549060
ena,PMC,PMC2795768
ena,PMC,PMC3367584
ena,PMC,PMC1569873
ena,PMC,PMC2672557
ena,PMC,PMC3692306
ena,PMC,PMC2096544
ena,PMC,PMC4169576
ena,PMC,PMC8887651
ena,PMC,PMC2154484
ena,PMC,PMC2573228
ena,PMC,PMC7150036
ena,PMC,PMC9723715
ena,PMC,PMC1865937
ena,PMC,PMC6254902
ena,PMC,PMC4032047
ena,PMC,PMC7120069
ena,PMC,PMC10239231
ena,PMC,PMC2798351
ena,PMC,PMC1951375
ena,PMC,PMC5710649
ena,PMC,PMC3360392
ena,PMC,PMC6464540
ena,PMC,PMC56164
ena,PMC,PMC2884640
ena,PMC,PMC7776269
ena,PMC,PMC3028770
ena,PMC,PMC10548212
ena,PMC,PMC7972501
ena,PMC,PMC7123326
ena,PMC,PMC2930579
ena,PMC,PMC7500723
ena,PMC,PMC10251852
ena,PMC,PMC4075596
ena,PMC,PMC10568090
ena,PMC,PMC3738955
ena,PMC,PMC3161594
ena,PMC,PMC6263278
ena,PMC,PMC10252125
ena,PMC,PMC2884646
ena,PMC,PMC7247132
ena,PMC,PMC10548847
ena,PMC,PMC3315634
ena,PMC,PMC10569484
ena,PMC,PMC6548880
ena,PMC,PMC2626848
ena,PMC,PMC9549409
ena,PMC,PMC10251962
ena,PMC,PMC127592
ena,PMC,PMC10570936
ena,PMC,PMC8211972
ena,PMC,PMC6640389
ena,PMC,PMC8884765
ena,PMC,PMC4080392
ena,PMC,PMC7122688
ena,PMC,PMC3267775
ena,PMC,PMC3399395
ena,PMC,PMC10251853
ena,PMC,PMC7149332
ena,PMC,PMC3318497
ena,PMC,PMC1283860
ena,PMC,PMC1180256
ena,PMC,PMC1069632
ena,PMC,PMC4413984
ena,PMC,PMC86849
ena,PMC,PMC1065729
ena,PMC,PMC10459844
ena,PMC,PMC3440601
ena,PMC,PMC3359876
ena,PMC,PMC7677611
ena,PMC,PMC1074339
ena,PMC,PMC10570884
ena,PMC,PMC4097635
ena,PMC,PMC7932798
ena,PMC,PMC1214208
ena,PMC,PMC2132849
ena,PMC,PMC4829636
ena,PMC,PMC3546554
ena,PMC,PMC7844873
ena,PMC,PMC10570428
ena,PMC,PMC7153350
ena,PMC,PMC9723563
ena,PMC,PMC10130427
ena,PMC,PMC9217739
ena,PMC,PMC9898859
ena,PMC,PMC7703699
ena,PMC,PMC7899787
ena,PMC,PMC5710518
ena,PMC,PMC3684761
ena,PMC,PMC3239970
ena,PMC,PMC56038
ena,PMC,PMC1676288
ena,PMC,PMC4274126
ena,PMC,PMC4708444
ensembl,MED,18451138
ensembl,MED,33945575
ensembl,MED,20200349
ensembl,MED,25071150
ensembl,MED,25788553
ensembl,MED,35359568
ensembl,MED,34954426
ensembl,MED,28487882
ensembl,MED,16503992
ensembl,MED,32655399
ensembl,MED,18549497
ensembl,MED,33114113
ensembl,MED,29427785
ensembl,MED,35322175
ensembl,MED,19673740
ensembl,MED,32910698
ensembl,MED,23977060
ensembl,MED,23703216
ensembl,MED,27436579
ensembl,MED,29140972
ensembl,MED,37438847
ensembl,MED,31055733
ensembl,MED,30546443
ensembl,MED,23236559
ensembl,MED,35732333
ensembl,MED,32520350
ensembl,MED,20668334
ensembl,MED,30918314
ensembl,MED,33167890
ensembl,MED,29113307
ensembl,MED,23430838
ensembl,MED,26927283
ensembl,MED,30463544
ensembl,MED,31628376
ensembl,MED,32913912
ensembl,MED,35370994
ensembl,MED,36161322
ensembl,MED,34387142
ensembl,MED,17158902
ensembl,MED,21321084
ensembl,MED,30568172
ensembl,MED,33453168
ensembl,MED,25803818
ensembl,MED,27513924
ensembl,MED,22737237
ensembl,MED,24465598
ensembl,MED,37342180
ensembl,MED,37509083
ensembl,MED,24901046
ensembl,MED,36047643
ensembl,MED,24950659
ensembl,MED,34065112
ensembl,MED,25118029
ensembl,MED,36345035
ensembl,MED,34084902
ensembl,MED,24116070
ensembl,MED,36980356
ensembl,MED,23363446
ensembl,MED,20336062
ensembl,MED,19068278
ensembl,MED,24362524
ensembl,MED,19864672
ensembl,MED,32903138
ensembl,MED,22258240
ensembl,MED,25471118
ensembl,MED,37082700
ensembl,MED,27424183
ensembl,MED,26564948
ensembl,MED,27020697
ensembl,MED,35720350
ensembl,MED,35008958
ensembl,MED,32028704
ensembl,MED,30155515
ensembl,MED,23680354
ensembl,MED,31140741
ensembl,MED,30324908
ensembl,MED,26596891
ensembl,MED,37073950
ensembl,MED,30319271
ensembl,MED,34257547
ensembl,MED,31993311
ensembl,MED,30850439
ensembl,MED,28484081
ensembl,MED,23226101
ensembl,MED,25654231
ensembl,MED,34758978
ensembl,MED,22439608
ensembl,MED,28886711
